item1,env_distance,geo_distance,phy_distance
Alticola_argentatus,3.309307995386682,8662998.104847612,92.54606964273003
Alticola_barakshin,4.330198164735901,9213748.76018112,92.60570201196016
Alticola_lemminus,7.930118082407222,9355120.450051736,92.64498557494797
Alticola_macrotis,6.6086531470573355,9178100.257242825,92.64498557494797
Alticola_montosa,3.831027859639674,8550863.67355759,92.58644400893796
Alticola_olchonensis,6.1814816668972945,9586304.788938465,92.47482755243435
Alticola_roylei,6.714318995779896,8367836.654233709,92.53814124058192
Alticola_semicanus,4.764056385263936,9613176.58492398,92.48432614009928
Alticola_stoliczkanus,9.31448392552427,8791179.877136063,92.83807135090879
Alticola_strelzowi,5.925527632997334,8970606.699852202,92.48432614009928
Alticola_tuvinicus,5.764320004573152,9090099.414875284,92.47482755243435
Ammodillus_imbellis,5.277356685532136,9748139.75720445,100.65589241163433
Ammospermophilus_harrisii,2.6728230514034292,10617303.298648268,120.8664380472267
Ammospermophilus_interpres,3.01901831023664,10562083.508577565,120.9874350087931
Ammospermophilus_leucurus,2.7521252927992936,10277482.063283002,120.9874350087931
Ammospermophilus_nelsoni,2.8295956842256587,10433527.36142291,120.8664380472267
Amphinectomys_savamis,6.515504610363073,9850385.597956557,88.1680557958609
Andalgalomys_olrogi,2.802825107938366,9617646.129255615,88.88043069414002
Andalgalomys_pearsoni,2.2947765385729832,8994643.502869487,88.88043069414002
Andinomys_edax,2.838585344763888,9227188.874740232,89.72979494983237
Anisomys_imitator,22.50036762895229,12471897.64167055,87.60982109219485
Anomalurus_beecrofti,3.649315079642091,9427839.034923509,125.49777179074484
Anomalurus_derbianus,3.6056589907307126,9626519.446918564,125.49777179074484
Anomalurus_pelii,3.530638529133326,8262237.836406028,125.49896645336435
Anomalurus_pusillus,3.974758814597015,9897707.295432348,125.49896645336435
Anonymomys_mindorensis,3.9904570660027083,11318978.695334611,90.07446833012108
Anotomys_leander,5.796676758378327,10281885.672781937,92.94676423690596
Aplodontia_rufa,4.119461285948661,10531777.573137786,129.63432119613896
Apodemus_agrarius,4.928996801811503,9167296.387328517,90.14139970704161
Apodemus_alpicola,4.964451379827826,9114162.806792071,90.02226003691791
Apodemus_argenteus,6.572404719258882,10796358.591726566,90.33009248388636
Apodemus_chevrieri,4.265265839027489,10031106.803184295,90.14139970704161
Apodemus_draco,4.701631250062328,10049849.15697522,90.13286685964242
Apodemus_epimelas,5.561273967332426,9577899.516044963,90.25839754092482
Apodemus_flavicollis,5.0717746486096065,9377441.079330651,89.98882462612107
Apodemus_gurkha,14.905496558906908,8392846.295925261,90.25839754092482
Apodemus_hyrcanicus,3.2815822686132665,9495457.3252515,90.1676293813378
Apodemus_latronum,4.834048902221654,9622942.132889768,90.19013393274467
Apodemus_mystacinus,2.9287494168303763,9761091.868802236,90.28317799751972
Apodemus_pallipes,4.052367067072721,8554550.806071926,89.96460560974704
Apodemus_peninsulae,8.045829103895766,9820186.556228723,90.23968959671431
Apodemus_ponticus,4.162021093323405,9527732.475099608,89.98882462612107
Apodemus_rusiges,3.6335429270837425,8609311.52921115,90.0930870845348
Apodemus_semotus,14.754401689852951,10892356.534291629,90.0930870845348
Apodemus_speciosus,3.549442307853867,10814335.082748016,90.27725488649506
Apodemus_sylvaticus,4.405621321147006,9317864.976799697,89.99305592523945
Apodemus_uralensis,4.928996801811503,9229148.094484515,89.96460560974704
Apodemus_witherbyi,4.184485209527383,9646580.79845316,90.06842056340213
Apomys_abrae,7.3363801879606365,11217508.254918795,87.20795030326143
Apomys_aurorae,4.096625878146362,11269974.220757777,87.12396257939005
Apomys_banahao,3.374235575012474,11312182.32885745,87.14135855276653
Apomys_brownorum,6.116358845784459,11205319.827889292,87.14135855276653
Apomys_camiguinensis,5.7167925532584825,11562244.07792668,87.42930957300723
Apomys_datae,7.343252735559943,11207515.01887864,87.20795030326143
Apomys_gracilirostris,3.8559151599945256,11318083.584845932,87.38620202634405
Apomys_hylocetes,9.330749864197772,11614094.616386626,87.3362895971059
Apomys_insignis,11.859177247536383,11630795.182442198,87.3362895971059
Apomys_iridensis,4.608328582892739,11277124.51217503,87.12871457627908
Apomys_littoralis,9.03489270703647,11620396.690554598,87.13085377120959
Apomys_lubangensis,4.23199509885301,11248207.089295125,87.137042775706007
Apomys_magnus,3.374235575012474,11311979.321163451,87.12396257939005
Apomys_microdon,14.721716434812885,11390403.808227418,87.44478207835077
Apomys_minganensis,3.8992402830874697,11269246.384515053,87.13085377120959
Apomys_musculus,12.361617413299406,11528582.902148604,87.44478207835077
Apomys_sacobianus,7.672190556109404,11225239.131369503,87.137042775706007
Apomys_sierrae,5.533144447926705,11218671.203427568,87.1787089808507
Apomys_zambalensis,8.33342381123162,11215039.813189676,87.15821969025234
Arborimus_albipes,3.572917071866251,10563506.93609424,94.7541579265352
Arborimus_longicaudus,3.8968706921659413,10568835.773155443,94.74949267716914
Arborimus_pomo,3.4077585328975806,10553631.958722424,94.74949267716914
Archboldomys_luzonensis,6.714452432430046,11372688.064043738,87.70336073459873
Archboldomys_maximus,4.959215740531337,11229031.937693665,87.70336073459873
Arvicanthis_abyssinicus,3.7654371650136356,9648921.85431089,88.51076588083339
Arvicanthis_ansorgei,7.10789313533316,8046869.070839509,88.53622924544374
Arvicanthis_blicki,3.4089501565711524,9588987.510801204,88.59461591237827
Arvicanthis_nairobae,4.422854808190343,9539852.559136117,88.49312197883323
Arvicanthis_neumanni,2.6265808916401387,9674281.002166873,88.52093043439497
Arvicanthis_niloticus,5.797808016605929,9724029.78100013,88.51076588083339
Arvicanthis_rufinus,3.555559769307625,8389732.069114579,88.49312197883323
Arvicola_amphibius,4.911753310033278,9129982.712678034,93.24179725139896
Arvicola_sapidus,4.930095598913598,8706936.244468814,93.27507455376129
Arvicola_scherman,5.78513604966095,9245718.245561924,93.24179725139896
Atherurus_africanus,5.141730845911682,9499228.769486332,131.95453978027618
Atherurus_macrourus,7.756607827800437,9873745.501376135,131.97404541083435
Atlantoxerus_getulus,3.4016755139633355,8476880.188790947,124.06000566580042
Auliscomys_boliviensis,3.0771916752445114,9280018.84756475,88.7335370735356
Auliscomys_pictus,3.3131202790995395,9663554.862512238,88.7335370735356
Auliscomys_sublimis,3.0771916752445114,9315241.793256452,88.7518536808013
Baiomys_musculus,5.733471322648615,11331042.159629226,97.60381534271018
Baiomys_taylori,4.629549437348393,10662599.50840564,97.60381534271018
Baiyankamys_habbema,14.069164800746936,12257423.89105684,95.76868585301258
Baiyankamys_shawmayeri,15.32690006999691,12478779.240607915,95.76868585301258
Bandicota_bengalensis,5.3467785665146375,8134452.217767006,84.96565043504289
Bandicota_indica,5.21264986172341,8701360.382043691,85.18574086041048
Bandicota_savilei,4.483043848327103,9817582.767667577,84.8611105413847
Bathyergus_janetta,3.574997043441241,9689758.332351862,130.80385593543235
Bathyergus_suillus,3.888401299031727,9719947.001516867,130.80385593543235
Batomys_dentatus,6.415189059230851,11227819.49327343,95.72717125347606
Batomys_granti,6.879014588496247,11229573.951093972,95.69548908307314
Batomys_russatus,12.361617413299406,11528582.902148604,95.72717125347606
Batomys_salomonseni,5.363564276334577,11457846.49185602,95.85026309171201
Batomys_uragon,3.5573495412383576,11372455.407229409,95.69548908307314
Beamys_hindei,3.419933948936957,9559091.101799008,111.04625019783892
Belomys_pearsonii,4.4620455148089055,10072937.666958962,122.9369618332108
Berylmys_berdmorei,6.082598664685575,9746929.291156964,85.99609857867753
Berylmys_bowersi,5.619133816051377,10124205.090752726,85.97636713385522
Berylmys_mackenziei,32.57789376001192,9066327.317992875,85.97636713385522
Berylmys_manipulus,5.8839423935589235,9280301.57375409,86.06070431221538
Bibimys_chacoensis,4.631801608061659,9183410.707306646,88.36944607376219
Bibimys_labiosus,3.710317590209467,8792234.637956468,88.36944607376219
Bibimys_torresi,3.475375899910701,9605860.585451003,88.51766713494985
Biswamoyopterus_biswasi,9.366022572104553,9309142.138340624,122.68007887761779
Biswamoyopterus_laoensis,7.998395711464757,10084656.071842292,122.68007887761779
Blanfordimys_afghanus,2.6868938086320973,8740367.710515276,92.49662738360027
Blanfordimys_bucharensis,2.914815531992588,8761706.805627592,92.4802729165828
Blanfordimys_juldaschi,4.441871670570781,8637933.538622329,92.4802729165828
Blarinomys_breviceps,3.272163149568953,8664164.96110228,88.11588913912155
Brachiones_przewalskii,3.973250436785052,8883097.049775386,101.05975975222714
Brachytarsomys_albicauda,3.585410561701612,9477540.862677356,110.98664147904714
Brachytarsomys_villosa,5.061692445587924,9551461.155327808,110.98664147904714
Brachyuromys_betsileoensis,3.8129975002294474,9415816.708408564,110.73967441002748
Brachyuromys_ramirohitra,3.585410561701612,9438551.45748148,110.73967441002748
Brucepattersonius_albinasus,3.643220376483418,8535394.414751066,88.15529784857625
Brucepattersonius_griserufescens,3.3730180599236324,8544491.498929719,88.13915626797983
Brucepattersonius_guarani,5.3060982632288,9156134.04398893,88.34665371656548
Brucepattersonius_igniventris,3.1660959108032207,8805293.487031382,88.13915626797983
Brucepattersonius_iheringi,5.587642109258883,9096073.253145948,88.106623868475893
Brucepattersonius_misionensis,5.316679562022833,9163001.59272212,88.34665371656548
Brucepattersonius_paradisus,5.3337765229834035,9173176.714063978,88.11588913912155
Brucepattersonius_soricinus,3.043601616945368,8783934.153378615,88.106623868475893
Bullimus_bagobus,14.037909361614735,11529557.83243844,85.33615973560343
Bullimus_gamay,5.7167925532584825,11562342.443332396,85.33615973560343
Bullimus_luzonicus,7.322812144257486,11232088.276589464,85.3379127558803
Bunomys_andrewsi,4.320634772760613,11810431.298277777,85.14021785807789
Bunomys_chrysocomus,5.717767317972029,11619758.075122343,85.14021785807789
Bunomys_coelestis,6.597301035849797,11583542.724303294,85.14316488282189
Bunomys_fratrorum,8.134102911517541,11766092.20320898,85.16617406679472
Bunomys_karokophilus,5.356574455344259,11501576.327651665,85.16617406679472
Bunomys_penitus,8.259142983033474,11519496.560414556,85.1981678342227
Bunomys_prolatus,5.492286900510462,11638906.007822854,85.0947173308452
Bunomys_torajae,3.9133591765834916,11462463.03509356,85.0947173308452
Calassomys_apicalis,4.256374457231004,8471041.751518516,89.40635358228057
Callistomys_pictus,3.847611955750453,8234681.296690581,122.97533977433152
Callosciurus_adamsi,14.090824629699757,11002974.237021577,121.73061981337187
Callosciurus_albescens,9.929703450000995,9285262.038909111,121.58838050053402
Callosciurus_baluensis,11.167274804655968,11037157.454564417,121.77726363009393
Callosciurus_caniceps,3.4724731949487624,9521527.72018081,121.6930537248404
Callosciurus_erythraeus,3.210094165013997,9804994.150661118,121.81081606231407
Callosciurus_finlaysonii,4.850946124473053,9779740.21258443,121.84897561459452
Callosciurus_inornatus,4.8460661434660395,9940873.899976533,121.82099109316738
Callosciurus_melanogaster,12.348468596246631,9545022.541202117,121.84897561459452
Callosciurus_nigrovittatus,7.624459226813178,9998009.012308534,121.92224102578251
Callosciurus_notatus,3.8461756078498954,11651520.347684052,121.974892177728
Callosciurus_orestes,13.980294564191743,11040668.423109548,121.974892177728
Callosciurus_phayrei,5.757720687741529,9397399.115158748,121.82099109316738
Callosciurus_prevostii,5.5330686494728045,11210172.11449769,121.73061981337187
Callosciurus_pygerythrus,11.321950532185785,9060951.834268317,121.58838050053402
Callosciurus_quinquestriatus,4.595467118141876,9480946.274259984,121.81081606231407
Callospermophilus_lateralis,4.674108463946398,10265852.169081664,119.90513349391331
Callospermophilus_madrensis,3.905582517478414,10855356.6165132,119.88782383943678
Callospermophilus_saturatus,3.373535113324888,10470603.567671508,119.88782383943678
Calomys_boliviae,2.47350329435446,9151536.77400099,88.81921568481502
Calomys_callidus,3.0554561467089005,9428925.755221948,88.76611137396883
Calomys_callosus,5.6427653054999745,8691753.641156806,88.58850199092689
Calomys_cerqueirai,3.1296015960881167,8497584.321727639,88.71142317951774
Calomys_expulsus,4.61542873451394,8221355.608753157,88.82002175054464
Calomys_fecundus,2.746891985229572,9125511.064230386,88.60536355812248
Calomys_hummelincki,3.552687269582512,8935625.928191112,88.89568961587784
Calomys_laucha,3.219897562218912,9459575.596996317,88.88231692982568
Calomys_lepidus,3.0997574743470797,9354243.73803371,88.87378612819965
Calomys_musculinus,4.33501017566673,9672054.652372006,88.82140875817397
Calomys_sorellus,3.999123707207972,9776430.178401316,88.76611137396883
Calomys_tener,4.714504627227148,8689144.488473631,88.85508812495462
Calomys_tocantinsi,4.452031657299829,8466306.670614263,88.58850199092689
Calomys_venustus,2.7431172455900295,9616712.585355164,88.60536355812248
Calomyscus_bailwardi,3.452388675128476,9588343.232686572,111.12617869511216
Calomyscus_baluchi,2.7881314413849196,8534352.1924963,111.17818057446607
Calomyscus_elburzensis,3.143686868265743,9062767.805551402,111.72837986272894
Calomyscus_grandis,2.779067757730763,9526214.363339957,111.34972384714187
Calomyscus_hotsoni,4.11855332662679,8798198.24102673,111.34972384714187
Calomyscus_mystax,2.674784914233008,9406581.70195794,110.99567948064599
Calomyscus_tsolovi,3.589504622191529,9761065.77537699,111.06677110652261
Calomyscus_urartensis,3.0718869058741607,9674437.924055371,110.99567948064599
Cannomys_badius,12.094311418463592,9688186.173556808,116.49496730784638
Cansumys_canus,3.5028130069858667,9926114.101348223,99.47722669342092
Capromys_pilorides,3.6398455932155565,9704483.3941141,122.98929419553684
Cardiocranius_paradoxus,3.6490566069314148,9560177.882940596,120.49958475637119
Carpomys_melanurus,7.774907819559714,11224389.696682118,95.74691320542033
Carpomys_phaeurus,5.524598257399419,11220103.697323017,95.74691320542033
Carterodon_sulcidens,3.7467471585164844,8487782.66848088,123.99860504980221
Caryomys_eva,3.5173579975051252,10059705.361739043,93.1566998740355
Caryomys_inez,3.213814912354199,10123083.794490865,93.1566998740355
Castor_canadensis,6.761344297589257,9964846.940624217,123.58843715837384
Castor_fiber,4.152660878203093,8919219.77703395,123.58843715837384
Cavia_aperea,3.554675670931781,9001311.931879899,128.67134079522273
Cavia_fulgida,4.349613433032138,8587273.923705928,128.73833815856332
Cavia_magna,4.764563247062321,9111101.13015934,128.85778735203
Cavia_patzelti,14.195812294169357,10304583.486538837,128.67134079522273
Cavia_tschudii,3.9213239427424194,9545141.68152967,128.72334835640862
Cerradomys_akroai,3.5641324141718735,8356899.323768399,88.05760828042642
Cerradomys_goytaca,3.42140141893716,8632350.82681653,87.8708507316301
Cerradomys_langguthi,3.07882989407592,7954260.409724761,87.95328854596592
Cerradomys_maracajuensis,4.1046610241535,8795489.181852423,88.15327014856975
Cerradomys_marinhus,4.061680579208197,8404116.761701021,88.15327014856975
Cerradomys_scotti,3.4615821730773195,8734143.196813866,88.05760828042642
Cerradomys_subflavus,4.312291651524115,8238402.454088746,87.84889875579806
Cerradomys_vivoi,5.4549641130442925,8309888.543507236,87.84889875579806
Chaetocauda_sichuanensis,3.543339872214469,9980265.490334207,134.68542336433762
Chaetodipus_arenarius,4.3656457178954735,10951618.377132922,118.41545364133539
Chaetodipus_artus,3.317499813747462,11001244.31269766,118.37945028556639
Chaetodipus_baileyi,3.930795791166144,10710343.684341293,118.71558086094508
Chaetodipus_californicus,3.3530812164140142,10457339.550391668,118.48806737990368
Chaetodipus_dalquesti,2.655582129187101,11225147.795951651,118.41545364133539
Chaetodipus_eremicus,2.8012172844299825,10671793.08513792,118.24939789064402
Chaetodipus_fallax,2.667700617056216,10723358.129626991,118.47253645611364
Chaetodipus_formosus,3.0922487360604087,10312728.222883908,118.79617572939183
Chaetodipus_goldmani,3.355841681531496,10887795.068716226,118.37945028556639
Chaetodipus_hispidus,2.89433292747473,10168366.143512435,118.77467831846532
Chaetodipus_intermedius,2.7902545945404937,10628015.36395252,118.25472436017465
Chaetodipus_lineatus,2.546902931025374,10986114.85149628,118.25472436017465
Chaetodipus_nelsoni,2.533053254341989,10810152.869737888,118.43633827261327
Chaetodipus_penicillatus,2.3353021931746096,10651895.757457027,118.24939789064402
Chaetodipus_pernix,3.327230459621812,10980652.763207404,118.40586926479398
Chaetodipus_rudinoris,4.7633108447511,10892217.99906301,118.71558086094508
Chaetodipus_spinatus,4.442087907929565,10890526.955970204,118.40586926479398
Chaetomys_subspinosus,4.557929295462015,8370238.518716278,129.27586719422055
Chelemys_delfini,5.2048289561762,10384131.769460186,89.06557227227782
Chelemys_macronyx,5.953102114292149,10152222.191437792,89.09919501117118
Chelemys_megalonyx,3.0712290362268773,9980981.48912967,89.06557227227782
Chibchanomys_orcesi,3.1377612470514284,10416442.03793591,92.91033094910794
Chibchanomys_trichotis,4.012451345430075,9666424.986313518,92.91033094910794
Chilomys_instans,6.815274823132784,9960714.2176198,88.40242195434604
Chinchilla_chinchilla,2.741598342934285,9331162.423552193,127.6699762210168
Chinchilla_lanigera,2.8222851382623046,9775815.394596243,127.6699762210168
Chinchillula_sahamae,3.0771916752445114,9426736.878874317,93.08233146214648
Chionomys_gud,3.496487598954311,9568668.848998956,92.99886709652215
Chionomys_nivalis,5.791224614553846,9012443.634380871,93.00961775600024
Chionomys_roberti,3.5219127914921025,9605889.085425733,92.99886709652215
Chiromyscus_chiropus,6.392355884481128,9929525.775540436,87.1121595764136
Chiromyscus_langbianis,5.8719757581321534,9875762.997909447,87.17557958835101
Chiromyscus_thomasi,5.340044262369973,10053255.248659886,87.1121595764136
Chiropodomys_calamianensis,4.364505073975788,11341927.637192452,89.38919285089942
Chiropodomys_gliroides,6.2915161775298465,9950686.317272054,89.39220861085478
Chiropodomys_karlkoopmani,12.335330182851763,9545021.371511731,89.39220861085478
Chiropodomys_major,12.951448404667918,10980003.346567594,89.55442841280674
Chiropodomys_muroides,10.197664461883342,11112477.43965747,89.38919285089942
Chiropodomys_pusillus,13.513235252086735,11003424.502224248,89.55442841280674
Chiruromys_forbesi,10.40392714621736,12595449.057970315,87.53851165712861
Chiruromys_lamia,12.247813905668558,12519331.1595993,87.53851165712861
Chiruromys_vates,21.00774253582635,12483403.829046702,87.59237491522096
Chrotomys_gonzalesi,6.714452432430046,11372713.93345955,87.37369585569569
Chrotomys_mindorensis,8.9106454460674,11245506.29041911,87.37369585569569
Chrotomys_sibuyanensis,4.555881422534711,11393615.304958342,87.53029502891944
Chrotomys_silaceus,5.524598257399419,11220008.231073285,87.54473299803033
Chrotomys_whiteheadi,7.343252735559943,11224339.329211935,87.38663968211124
Clyomys_bishopi,2.565374650590135,8757749.750947298,123.44664761246833
Clyomys_laticeps,3.530250761333562,8703031.294134261,123.44664761246833
Coccymys_albidens,11.182310753842765,12241745.999774966,87.28842213799305
Coccymys_kirrhos,12.24561258317436,12515567.370835423,87.28069674981762
Coccymys_ruemmleri,21.967549983370432,12483743.74630879,87.28069674981762
Coendou_baturitensis,2.9519013409648056,7857319.071619305,128.0493282536044
Coendou_bicolor,12.901307207008035,9830701.490324248,127.90174709919543
Coendou_ichillus,7.774496171195745,10010337.401932696,128.00357752196854
Coendou_insidiosus,3.5281177495750815,8341660.525148578,127.98745534139358
Coendou_melanurus,3.988636443668879,8357251.800479886,128.05823956514112
Coendou_mexicanus,4.04990056850285,10981621.497752449,128.0493282536044
Coendou_nycthemera,5.383684617153527,8296468.688153843,128.0557959176344
Coendou_prehensilis,3.56981093080152,8519956.87230098,127.87819018658365
Coendou_pruinosus,12.17558987703438,9383107.219159633,127.98398542465735
